cohort_month,cohort_customers,months_since_first,active_customers,retention_pct
2025-10-01,613,1,18,2.94
2025-10-01,613,2,6,0.98
2025-10-01,613,3,10,1.63
2025-10-01,613,4,10,1.63
2025-10-01,613,5,12,1.96
2025-10-01,613,6,7,1.14
2025-10-01,613,7,8,1.31
2025-10-01,613,8,7,1.14
2025-10-01,613,9,6,0.98
2025-10-01,613,10,3,0.49
2025-11-01,633,0,633,100.0
2025-11-01,633,1,23,3.63
2025-11-01,633,2,4,0.63
2025-11-01,633,3,16,2.53
2025-11-01,633,4,7,1.11
2025-11-01,633,5,4,0.63
2025-11-01,633,6,3,0.47
2025-11-01,633,7,11,1.74
2025-11-01,633,8,8,1.26
2025-11-01,633,9,5,0.79
2025-12-01,659,0,659,100.0
2025-12-01,659,1,21,3.19
2025-12-01,659,2,9,1.37
2025-12-01,659,3,7,1.06
2025-12-01,659,4,10,1.52
2025-12-01,659,5,8,1.21
2025-12-01,659,6,12,1.82
2025-12-01,659,7,6,0.91
2025-12-01,659,8,14,2.12
2026-01-01,686,0,686,100.0
2026-01-01,686,1,25,3.64
2026-01-01,686,2,9,1.31
2026-01-01,686,3,9,1.31
2026-01-01,686,4,14,2.04
2026-01-01,686,5,6,0.87
2026-01-01,686,6,12,1.75
2026-01-01,686,7,10,1.46
2026-02-01,609,0,609,100.0
2026-02-01,609,1,30,4.93
2026-02-01,609,2,11,1.81
2026-02-01,609,3,5,0.82
2026-02-01,609,4,11,1.81
2026-02-01,609,5,4,0.66
2026-02-01,609,6,12,1.97
2026-03-01,743,0,743,100.0
2026-03-01,743,1,31,4.17
2026-03-01,743,2,14,1.88
2026-03-01,743,3,16,2.15
2026-03-01,743,4,16,2.15
2026-03-01,743,5,14,1.88
2026-04-01,763,0,763,100.0
2026-04-01,763,1,26,3.41
2026-04-01,763,2,9,1.18
2026-04-01,763,3,11,1.44
2026-04-01,763,4,18,2.36
2026-05-01,829,0,829,100.0
2026-05-01,829,1,34,4.1
2026-05-01,829,2,14,1.69
2026-05-01,829,3,14,1.69
2026-06-01,906,0,906,100.0
2026-06-01,906,1,36,3.97
2026-06-01,906,2,26,2.87
2026-07-01,1051,0,1051,100.0
2026-07-01,1051,1,59,5.61
2026-08-01,1145,0,1145,100.0
